sentence	label 
You eat the more, the more you want.	0
I detached the handle from the box.	1
The Brazilians pumped the oil across the river.	1
Henry Crawford loved Fanny but Fanny loved Edmund.	1
The weather rained	0
That you must go to the station, Mary should know that you must go to the station.	1
She tried to do go.	0
Few doctors approve of our remedy.	1
She always wore herself in purple.	0
What Julie became was fond of Lloyd.	1
Lucy's photograph of Jane	1
John convinced Bill to sleep.	1
I heated up the coffee and Sally wiped the table off.	1
The witch went into the forest and thereby vanished.	1
The person who in came at that moment was Aunt Norris.	0
Rub the baby with the cloth asleep.	0
Odysseus attempted the helmsman to hear the sirens.	0
John has carefully studied Russian.	1
The boat was sunk by the captain with a torpedo.	1
Calvin will strike himself.	1
Mary considered him to have loved her.	1
People are in the garden	1
The school board leader asked the students a question.	1
Carrie touched him on the shoulder.	1
That the march should go ahead and that it should be cancelled have been argued by different people at different times.	1
Gilgamesh did not fly the dragon.	1
10 lb was weighed by the package.	0
I sought the woods for game.	0
We proved Smith conclusively to the authorities to be the thief.	1
Mira blamed the accident on Terry.	1
Whenever Bill smokes, Susan hates him a lot more.	1
The trolley rumbled through the tunnel.	1
I love ice milk tea but you hate ice milk tea.	1
Who do you believe that Sara invited?	1
I read that Bill had seen me.	1
The Romans destroyed the city into ruins.	0
Oliver ascribed his longevity there.	0
The cook saved no scraps for the dog.	1
The foxes seem compatible with the chickens.	1
It's under the bed that's the best place to hide	1
Martha carved a piece of wood into a toy for the baby.	1
We talked about Mr. Colson and that he had worked at the.	1
John came from Seoul.	1
Lilly recounted a story to remember because Holly had also recounted a story to.	0
Sasha is gobbling down dumplings faster than I can reheat the meatballs.	1
It is rumored that he left town.	1
Every man who said he would buy some salmon did buy some salmon.	1
What Gilgamesh may do is seek Ishtar	1
Brian wiped the fingerprints from inside the cupboard.	1
Tom was not more reliable than a grasshopper.	1
What kind of actor is he?	1
When you eat more, you want correspondingly less.	1
He's such the tall man.	1
The cat trotted in.	1
These enthusiastic golfers that I met at the nineteenth hole can be good company.	1
George has went to America.	0
Those monkeys are eating the banana.	1
They can't do it, can't they?	0
Visiting relatives can be boring.	1
It was the girl who kicked the ball.	1
It rained.	1
It is to Ireland that he is going.	1
I know that she runs.	1
Bill and Kathy married.	1
Sally will give me more helpful advice than the advice I got from you.	1
The monkeys kept forgetting their lines.	1
Every student who attended the party had a good time.	1
I was hunting game in the woods.	1
Aphrodite said he freed the animals and freed the animals he	0
I tried and buy some whiskey.	0
Through the valley ran a rushing stream.	1
It is important for you to be more careful, the more you eat.	1
He would not finish.	1
I broke the twig and the branch.	0
This violin is easy to play sonatas on.	1
Jason would prefer for Medea to have cursed Agamemnon.	1
Dorothy needs the skills in her.	0
That Angus hates sushi is mysterious.	1
I consider there a man in that garden.	0
Lorenzo saw the eclipse.	1
This violin is tough to play sonatas on.	1
David constructed the house.	1
I wondered who it was you saw.	1
A student must work hard.	1
They are intense of Bill.	0
The farm passed to John.	1
After Henry had touched a sword, Webster did so.	1
I think it's time you give your lovely illness to someone else!	1
John bit the apple.	1
We proclaimed John sincerely to be a hero.	1
She knocked herself on the head with a zucchini.	1
It is likely to seem to be arrogant.	0
Paris is no more	1
I don't know if to agree with him.	0
Martha said that Bill loved his Cheerios in the morning.	1
Calvin has dated every girl who Jeff has.	1
We wonder whether Bill left.	1
No one wanted any cake.	1
Who did John send a book to?	1
That gangsters had bribed him was denied by the sheriff.	1
Into Jeeves sauntered the room.	0
Who ate what?	1
Why have you borrowed my pencil?	1
Tom drives like that man.	1
Every student in Mary's class is working on negative polarity.	1
Tess is knocking at the door.	1
If we invite some philosopher, Max will be offended.	1
Because did Marianne love Willoughby, she refused to.	0
There aren't many linguistics students here.	1
Who did he believe that he would one day meet?	1
The rope stretched over the pulley.	1
Whales have I seen.	0
David constructed the mansion from bricks into a house.	0
Mary was told to bring something to the party, so she asked Sue what to.	0
Jeff has must eaten the deep fried muffin.	0
All the dragons have been slain.	1
Heidi thinks that Andy is eating salmon flavored candy bars.	1
Dracula thought him to be the Prince of Darkness.	1
Every student who wins any trophy displays it in a prominent place.	1
Heat radiates from the sun.	1
My wife, somebody stole her handbag last night.	1
I expect to more than double my profits.	1
The men doctors of medicine.	0
The dumplings which Sasha is gobbling down faster than I can reheat the meatballs are extremely tasty, if I do say so.	1
Waldo didn't report the possibility that anyone had left.	0
Kim depends.	1
letter is on the table	0
Connie has become of the opinion that we should get out.	0
Only Churchill remembered his giving the Blood, Sweat and Tears speech.	1
Heather cabled the news to Sara.	1
The building is tall and tall.	0
I have six more of them.	1
All fugitives are in jail now.	1
John gave the CDs to the boys.	1
That's when I read.	1
The piano kicked a student.	1
He sees often Mary.	0
John made it clear that he would finish it on time.	1
Benjamin thought he would give the cloak to Lee and the cloak to Lee he gave.	0
Mr Knightley walked into the drawing room.	1
My nephew could write letters to his parents with a fountain pen with your help.	1
The monkeys seem eager to leave the meeting.	1
This is the problem that you'll beat the competition more easily, the sooner you solve.	0
The muffins were eaten.	1
The talkative and a bully man entered.	0
All of these cars belong to me.	1
Ron certainly will buy a dog.	1
Neither of the cars has air conditioning.	1
John in the doorway waved to his father.	0
The idiot can't even open an umbrella!	1
Who is it obvious that Plato loves.	1
Any pilot on duty today must be flying this plane.	0
For him to win the race would surprise them.	1
Are you prepared for school tomorrow?	1
Felicia shipped the box off the shelf.	0
The events have been described well.	1
These abandoned buildings lodged with squatters.	0
The teacher made students happy.	1
the student who everyone likes left.	1
He's an as reliable man.	0
Which professor did they meet someone who knows?	0
Mary was visited by Bill.	1
There is a description of Aristotle in the book.	1
What was that the Vikings ate a real surprise to you?	0
Tess knocks at the door.	1
Bill floated down the river.	1
No student, who scored 80 or more in the exam, was ever failed.	0
Gilgamesh seek may Ishtar	0
Amanda carried the package from Boston.	1
I threw the ball to Maria.	1
How long did it last?	1
Volunteers praise easily.	0
The boy whose guardian's we elected employer president betrayed us.	0
We all thought he to be unhappy	0
Mary is such a wit that people are afraid of her.	1
The angrier Sue gets, the more Fred admires her.	1
The children were uneducated.	1
The process changed the substance from solid to liquid to gas to energy.	1
How brave Mike is cowardly and Sam is!	0
John believes it to be obvious that Bill left.	1
Poseidon was asleep, when the executioner arrived.	1
He kept writing poems.	1
I am hoping to get an invitation and optimistic about my chances.	1
The puppy loved peanut butter cookies.	1
He blew up the building.	1
A ship appeared.	1
The car will be driven.	1
There is a man ready to jump from the roof, isn't there?	1
That the cops spoke to the janitor about it yesterday, that robbery, is terrible.	1
Should not Mary taste the soup?	0
What does who admire?	0
No one's mother had baked anything.	1
Who did he expect who I was acquainted with to show up?	0
It is obvious that John is a fool.	1
Bill seems to be obnoxious, but I don't think that Sam turns out.	0
The message was that you should come on time.	1
Some of them made as many as 20 errors.	1
They shopped their way around New York.	1
There is a hole in the rug which Toby bought in Boston.	1
It is Uncle John whose address I lost.	1
This noise cannot be put up with.	1
The defendant denied.	0
He's enough of a fool to try it.	1
Which pictures of Earl did he see?	1
Ethel was sitting at her desk.	1
Brown equipped a camera near Jones.	0
Barbara handed the intriguing results of the latest examination to Alan on Tuesday.	1
Give the bottle to the baby full.	1
People were playing on the beach.	1
Here's a razor for it to be announced that you will be shaved with.	0
What exploded when and I warned you it would?	0
They can cry.	1
Mary scratched her arm too.	1
Ten pounds was weighed by the package.	0
The strong winds slowly cleared the clouds from the sky.	1
John deposited some money in the checking account on Friday and Mary did the same thing.	1
This information could have been released by Gorbachev, but he chose not to.	1
The soup had been being eaten when it got spilled.	1
They will give me a hat which I know that I won't like.	1
There appears to be a problem with this solution.	1
The horse jumped into the stream.	1
John, to who and to whose friends that letter was addressed, is a fool.	1
I tried for to get them.	1
Any student must work hard.	1
The big student of physics with long hair in the library.	1
This rock is too heavy for me to begin to decide about helping Bob to try to pick it up.	1
We believed him to be the headmaster	1
There is a hole in John's quilt's upper right-hand corner.	0
John is likely to appear that he will win the game.	0
The plums were weighed by the grocer.	1
The monkey wants to leave the meeting.	1
Carol cut her thumb.	1
There lay a dog in the comer.	0
He coaxed his brother to give him the candy.	1
The ball wriggled itself loose.	0
The more that pictures of him appear in the news, the more likely John is to get arrested.	1
Although Mag doesn't eggplants, Sally eats cabbage.	0
Which poem did you hear Homer's recital of last night?	0
A review copy of the book was sent to her by the publisher.	1
The trees sang with birds.	1
The man kicked the ball.	1
I like beer, I.	0
Kim wanted to go and Sandy wanted, too.	0
Seoul was slept in by the businessman last night.	0
These books disappoint me.	1
What I arranged was for Jenny to be present.	1
No one expected Agamemnon to to win	1
The judge offered a prize to the winner.	1
Cheryl stood the books next to the magazines.	1
I worked on Sunday in the city on that project without a break.	1
Jake threw the ball all the way to Bill.	1
Which books did John put in the box?	1
All the men lifted the table together.	1
Bill works with him.	1
Who do you think Mary said John likes?	1
Paul yawned on Mary.	0
Birds fly.	1
Ions left the electrode.	1
Will Tom leave the party now?	1
They may grow as high as six feet.	1
Is it possible for everyone to to pledge $1000?	1
his belief that Mary kissed Bill is mistaken.	1
The paper cuts easily.	1
Pat became a republican and quite conservative.	1
John deposited some money in the bank on Friday.	1
The man went to the store.	1
Here is the snowball which I chased the boy who threw at our teacher.	0
Tom will not force you to marry any student.	1
I'm as much of a man as you are, my dear.	1
Every student who handed in some homework will get a prize.	1
John told.	1
I am more angry than sad.	1
Gilgamesh hasn't left	1
On the horizon appeared a large ship.	1
Most of her free time was spent attending concerts and plays or visiting museums and art galleries.	1
Dracula thought that he was the Prince of Darkness.	1
A book was handed to Chris by Pat.	1
The men were arrested all.	0
John is easy to please.	1
I put the book on the table.	1
much furniture is needed.	1
the road blocked with a stone.	0
This needs mending the shoe.	0
Willy is taller than Bill is strong and.	0
Paula swatted at the fly.	1
I explained how we should fix the sink.	1
Fruit hit the roof.	1
He coughed awake and we were all overjoyed, especially Sierra.	1
What she did was own all the land round here.	0
Where did Perseus see the Gorgon?	1
Tony bent Mary in the arm.	0
Cynthia ate.	1
Readings Shakespeare satisfied me	0
We would like John to win.	1
Where did you send the package?	1
The convict escaped.	1
John did not leave.	1
I see.	1
Mary claimed that eat cabbage, Holly wants to.	1
The men are dancing.	1
Poseidon appears to own a dragon	1
I leave for Paris next week.	1
His expectations are lower, the higher the stakes are.	1
This sonata is easy to play on this piano.	1
A burlap sack of potatoes with mealy skins fell on the professor of linguistics with the terrible taste in T-shirts from the twelfth story.	1
I am anxious for you should arrive on time.	0
I don't have any sympathy for urban guerillas.	1
I'll work on it if I can work on it.	1
I saw you there and who ate what?	0
They intensified.	1
The bed which Tom slept on was hard.	1
Poseidon had escaped, before the executioner arrived.	1
Celia braided her hair.	1
There arrived three men at the palace.	0
It was John Bill that were waiting at the restaurant.	0
Students studying English read Conrad's Heart of Darkness while at university.	1
The boy works in a skyscraper and the girl in a quonset hut.	1
Some sentences can go on.	1
Martha carved a toy out of a piece of wood for the baby.	1
It is important the more you to eat, the more careful for you to be.	0
The little boy hit the child with a toy.	1
Spot ate a cat treat.	1
Those days Bill offered Mary anything he cooked.	1
I doubt if you to help me in understanding this.	0
Anne Musgrave has just seen Mr Elliott in Bath Street.	1
My mother bore me in 1970.	0
There was known to everyone.	0
Dina posed a lawyer.	0
John knows whether she will come back.	1
My sister arrived at a time when no buses were running, and my brother arrived at a time when no buses were running too.	1
Henry cleared the table of dishes.	1
Jasper wonders which book he should attempt to persuade his students to buy.	1
Karen asked where for him to put the chairs.	0
There were seven people.	1
There still remains an issue to be solved.	1
I'd planned to have finished by now.	1
What kind cf parakeets are they investigating all people owning?	0
Before you make plans, consult the secretary.	1
Bill didn't confirm that Roger had eaten anything.	0
John did not like Mary.	1
Lee asked me how fond of chocolates the monkeys are.	1
Everything was paid twice for.	0
Mary thinks that John said that pictures of himself, Susan likes?	1
John enjoyed drawing trees for his syntax homework.	1
That the king or queen be present is a requirement on all Royal weddings.	1
Fabio asked had if Claus run a marathon.	0
Which problem do you wonder whether John said that Mary solved?	0
I wonder whether you'd be kind enough to give us information.	1
Dan walked to New Mexico in the rain last year.	1
The teacher is proud of his students.	1
The man who I gave John Ed's picture of was bald.	0
Paula swatted flies.	1
Anson danced extremely frantically at Trade.	1
Almost every cat likes mice, but Felix doesn't.	1
There will be a hole in Jack's pocket.	1
You should attempt answering every question.	0
Who DID put the book in the box?	1
The door hinges squeaked.	1
I have eaten my hat already	1
John tries him to win.	0
Mary considers John proud of herself.	0
I succeeded in convincing, even though John had failed to persuade, Mary not to leave.	1
It was several young students that the policeman met in the park last night.	1
Ellen warned Helen about the traffic jam.	1
It is eager to please Kim.	0
I asked if you knew the answer.	1
Jessica sprayed paint on the wall.	1
The door opens, closes.	1
Mary jumped the horse perfectly over the last fence.	1
The secretary transcribed the speech.	1
Dana was quite competent.	1
Bill wriggled himself loose.	1
Bill sent London a package.	0
Ann is going to send a picture of Chairman Mao to her teacher, as soon as she gets home.	1
Briana showed Justin himself.	1
He is hard to love.	1
What we're using is their teaching material.	1
Fanny regretted having talked to Mary.	1
I read him two statements about himself.	1
The tree changed into an oak.	1
John can kicked the ball.	0
Whole wheat bread cuts easily.	1
The boys and the girls seem happy.	1
That monkey is eating the banana.	1
Paula hit the fence.	1
Press the stamp against the pad completely.	1
Have social problems made police work difficult?	1
The beaver built a dam.	1
Who did Herb believe the claim that cheated?	0
The table is longer than the door's wide.	0
Accountants audit our finances every year.	1
The maple changed into an oak.	1
There runs a man in the park.	0
Seven more came in after ten soldiers had left.	0
The cattle herded.	1
How did Sheila marry tall a man?	0
The book, including all the chapters in the first section, are very interesting.	0
Eleanor and Marianne travelled from Shropshire.	1
Kim is fond of Lee.	1
Paula swatted Deirdre's back.	1
The therapist's analysis of Lucy's	0
The jeweller decorated the ring.	1
Sue was the most likely not to say anything.	1
I destroyed there.	0
What Mary donated was a lot of money to NPR.	0
Tess was knocking at the door.	1
Kelly reeked the onions.	0
Carmen bought Diana of a dress.	0
I've got to try and I've got to find that screw.	1
Fido is a smarter dog than Spot.	1
The critique of Plato's Republic was written from a contemporary point of view.	1
Pat handed to Chris.	0
This nice cake was baked for me by my mother.	1
The students are proud of themselves.	1
The dog smelled the flower bed bare.	0
Jason intended for him to learn magic.	1
Gilgamesh doesn't ate the honey	0
The cat had haven eaten.	0
I visited every town I had to.	1
There seems to stab an animal.	0
Seven more soldiers came in after ten had left.	1
Who do you think Ciaran will question first?	1
Every child should have a daily glass of milk.	1
Those new bricks constructed a house.	0
They can't do it, can they?	1
Daniel received a scolding from Hanna.	1
Sam made progress.	1
There exists a solution to this problem.	1
Anson kissed him	0
The more that pictures of himself appear in the news, the more likely John is to get arrested.	0
Chris said that himself was angry.	0
Mary considers John a fool and Bill a wimp.	1
The tuna had been eaten.	1
I gave Mary a book.	1
There tries to leave the country.	0
Everyone had been worrying himself stiff.	1
That Anne was in conversation with Mr Elliott dismayed Captain.	1
Bill broke the bathtub into pieces.	1
Louis begged Kate that she leave her job.	0
Cynthia munched on peaches.	1
They would inform Mary of any success they have made.	1
The excellent whisky which I went to the store and have bought was very costly.	0
The gardener must trim the rose bushes today.	1
Clinton supported the health care bill.	1
Sandy must have, too.	1
More of a man is here.	0
Kelly buttered the bread with unsalted butter.	1
Suddenly there entered the hall an ugly old man.	1
Bill broke the bathtub.	1
I broke twigs off of those branches.	1
Any bird flies.	1
How much fresco did the flood damage?	0
John put in the box.	0
Acknowledge that everyone has limits.	1
I confused Maria and Anna.	1
To improve yourself would be a good idea.	1
There seems to be no student absent.	1
They heard John's criticism of themselves.	0
I have wanted to know for many years exactly what happened to Rosa.	1
Calvin not will eat the beef waffles.	0
He can't have been working.	1
I asked who Medea poisoned.	1
They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.	0
In general, he understands what's going on.	1
I read a statement about that man.	1
The teacher who it was expected by the reporters that the principal would fire is a crusty old jerk.	1
He saw the man with the stick.	1
I found there.	0
Fred threw the ball over the fence.	1
the whistle tune was beautiful.	0
The builder of his house visited Peter.	1
All the Beatles came to Merle Park.	1
I'm going out, wherever that hurricane might be.	1
John inquired which book he should read.	1
In front of them happen.	1
It appears that Poseidon owns a dragon	1
Sam stood near yesterday every one of the women we'd been discussing.	0
I was happier there than I'm here.	0
The letter got written by a poet.	0
They spoke to the janitor about that robbery yesterday, the cops.	1
Kim relies on Sandy.	1
$10 was cost by this book.	0
Susan hopes that she will sleep.	1
He let the cats out which were whining.	1
That the visiting team won the race could surprise them.	1
They surrounded.	0
The flying car hit the tree in the air	1
Teenagers drive rather quickly.	1
The money which I will make a proposal that we squander amounts to $400,000.	1
You give him enough opportunity and every senator will succumb to corruption.	1
Didn't the magic work?	1
Immediately, John probably will clearly learn French perfectly.	0
This conclusion to be arrived at is surprising.	0
She goes and buys some whiskey.	1
The dog that the rat bit chased the cat.	1
While José won't talk about Mag, he might about Holly.	1
Frank will eat an apple and Morgan will too.	1
I said for Mary to run.	1
I put books on the table.	1
The document was looked into by the lawyer.	1
John believes Bill to have cooked the rice.	1
We don't have potatoes, or at least not enough.	1
What the spy became was too friendly with his new contacts.	1
It is easy to please John.	1
He planted the garden last November with roses.	1
The magician appeared a rabbit out of his hat.	0
Mary has more friends than just Bill and Pete.	1
Cassandra has warned Agamemnon again.	1
My father, he's Armenian, and my mother, she's Greek.	1
Mary believed he to have loved her.	0
Cynthia ate the peach.	1
We told Tom that he should consult an accountant.	1
You kicked you	0
The tigers hunt prey at night.	1
Shannon sent Dan an email.	1
Oliver drove me a lunatic.	0
The roof is leaked.	0
Celia brushed herself.	0
I hoped that you would defeat him.	1
If Fiona is here by 5 o'clock, we can go to the party.	1
Ayala went to the ball and Jonathan Stubbs chatted to.	0
Jason knew those Medea had cast the spell	0
Paula spanked her right hand through the naughty child.	0
Is putting the book in the box.	0
Poseidon appears to have turned out to have left.	1
What I arranged for Jenny was to be present.	0
He tries to put everyone who he doesn't like on.	0
These points I'm going to ask Bill to make the old geezer take up later.	1
Interviewing Richard Nixon gave Norman Mailer a book.	1
John put books in the box.	1
You shouldn't play with rifles because play with rifles to is dangerous.	0
Fluffy is sick, which few people realize.	1
The general commended that all troops was in dress uniform.	0
I regard Andrew as the best writer.	1
the girls likes them.	1
Mary noticed that John excessively appreciates herself.	0
Runaway cats spot easily.	0
Cynthia ate on the peach.	0
Nora brought Pamela the book.	1
Anything hasn't happened to his optimism.	0
We convinced him that the operation is safe.	1
John couldn't visit Sally.	1
Stephen seems to be irritating.	1
It tries to be warm in September.	0
Mary's pictures of herself surprised Bill.	1
John scratched his arm and the boy who Mary knew did so too.	1
People from Tucson think very highly of themselves.	1
I introduced her to he.	0
Every student answered any question.	0
He is the happiest that it is believed that he has ever been.	1
Sandy sang a song to me.	1
Who did you ask saw what?	1
No student, who wears socks, is a swinger.	0
The box contained the ball.	1
They want to write to her.	1
The president's moral destruction is complete.	1
That evening John laughed with anybody he talked to.	1
The men were promised to leave.	0
The thief stole the painting from the museum.	1
The bed was unmade.	1
The man that Mary saw knew me.	1
I expect John to win and Harry to lose.	1
the boy likes themselves.	0
The students demonstrated the technique this morning	1
Who did you think Mary saw?	1
They've got it made.	1
I share your view but I just wonder why you think that's good.	1
Cynthia devoured at the pizza .	0
Me gave it to him.	0
Jane left the book on the table.	1
Who is Ann going to send a picture to her teacher of, as soon as she gets home?	0
A serious accident happened yesterday.	1
Julie felt he was there	1
I lent Tony the book halfway.	0
Sandy will read your reports, but Harold will not.	1
A lot of clothes are drying on the line.	1
He gave me more of his marbles than I wanted.	1
It is not true that that Bob was lying was obvious.	1
Heidi thinks that she has won.	1
Sally isn't such a fool as people think.	1
There is a blemish on the end of Jerry's sister's nose.	1
He can't possibly do that, possibly he?	0
She has enough of problems as it is.	0
I sent it to you.	1
I run on the beach.	1
Tony bent the copper rod.	1
Tom will force you to marry no student.	1
If one were to steal talismans from witches, then that would be dangerous.	1
Price quotes on selected categories will be sent out upon request.	1
the book of poems by Robert Burns with a red cover from Blackwell takes a very long time to read.	1
The wizard turned the beetle into beer with a wave of his wand	1
I hit the ball.	1
Willy is taller than that Bill is is generally believed.	0
This theorem will take only five minutes to prove.	1
Water filled the cup.	1
Wilt is taller than I believe that Bill is.	1
Rory eats muffins.	1
The only girl who it bothers me to wear that old fedora is Annabelle.	0
How much harder has it rained, the faster a flow you see in the river?	1
I wonder when and how often she went that day.	1
The lecture squirmed Sylvia.	0
When did he say that he was fired?	1
John was wondering whether to leave.	1
I want to explain exactly why the more you eat, the less you want.	1
My eyes are itching from the smoke.	1
You may pick almost any flower.	1
She has enough problems as it is.	1
He did not leave.	1
Conflict engenders.	0
The cat trotted into the kitchen.	1
I would like to might do it	0
Bill made a gift to me of $40.	1
It is readable of the paper.	0
I dried the clothes in the sun.	1
I consider John the best candidate.	1
I would prefer for John to be the candidate.	1
The imposition of the government of a fine.	0
How much money Gordon spent is true.	0
Despite of his limited educational opportunities, Abraham Lincoln became one of the greatest intellectuals in the world.	0
Jake shipped the box towards Carson.	0
Brenda haggled Molly.	0
Julie became a fond of Lloyd.	1
The soft bread cuts easily.	1
I've been wondering whether, but wouldn't positively want to state that.	1
This girl in the red coat will eat her breakfast before tomorrow.	1
I asked where you found it.	1
Andy gives freely of his time.	1
I enjoy taking a bath.	1
Ideas are put into children's heads by TV.	1
I sensed him for his eagerness.	0
He made a statement everyone thought was interesting and important.	1
Packages carry easily to New York.	0
For John either to make up such a story or to repeat it is outrageous.	1
I didn't eat any ice cream or Mary's cake.	0
At the end of his speech, the president thanked any soldier who had fought in the gulf war.	1
John is taller than Dill.	1
Lee wants to meet who Kim hired.	0
I handed.	0
Rose accompanied.	0
My car was stolen.	1
Mary will arrive tomorrow.	1
There were several doctors available.	1
Doug blew the building up.	1
Each other's houses appear to the women to be garish.	1
I need to have that report on our web page by tomorrow.	1
The fact that John is snoring is informative.	1
The men would have all been working.	1
Which celebrity did he mention that he had run into?	1
The monkeys kept forgot their lines.	0
I like circus performers.	1
She said Moya liked football.	0
Jake kicked the ball all the way to Bill.	1
I said.	0
The shock flinched Sharon.	0
The Romans built this aqueduct.	1
Hail stones broke the window.	1
Tom believes Stephen to be irritating.	1
You should unload rifles because not to s is dangerous.	1
Ellen conferred with Helen.	1
The twins might have both been at the party.	1
The bread cut.	0
Smith threw the first baseman the ball.	1
This fact is key.	0
I am angrier than sad.	0
What John could do is not visit Sally.	1
To behave oneself in public is expected.	1
The army's destruction of the palace was a tragedy.	1
June covered the baby with a blanket.	1
Calvin will eat.	1
Is likely to Jean dance.	0
The more you eat, you want the more.	0
Which rebel leader did you hear Cheney's rumor that the CIA assassinated?	0
Robert knows that it is essential.	1
Why do you wonder whether she will invite me?	1
Who's there?	1
He knows he.	0
Mary solved the problem.	1
You must pick any of the flowers.	0
The war clung the child to her mother.	0
Alan is thinking about that his students are eager to learn English.	0
Frank bought Jane the piano.	1
They are special of Bill.	0
John and Mary will play with Henry and with Sue.	1
A man to come is unlikely.	0
Springfield would have built a police station with the federal grant.	1
I consider there to be a man in that garden.	1
Mickey looked the reference up.	1
Jane Fairfax received a piano from Frank.	1
Golfer who is in training has a pretty powerful swing.	0
Medea was happy, because she had got the highest marks	1
It is important the more you eat, the more careful to be.	0
No writer, and no playwright, speaks clearly.	1
I know a man who John is as tall as.	1
Who did the wealthy young man buy that piano for?	1
He will keep up with their expectations.	1
It was such an awful picture that I tore it up.	1
John seems to be easy to fool Ben.	0
Because in came Aunt Norris Fanny stopped talking.	0
The bear sniffs	1
I deny that it is certain that Bob has any money.	1
The phone company billed $10 to me.	0
Tom told anybody that he wasn't sick.	0
John is taller than that man is.	1
There ran many people.	0
Carrie touched the stick through.	0
I have six marbles too many.	1
These stories about himself worry John more than anything else.	1
We might go on vacation if we can ever figure out when to.	0
Who kissed who?	1
The president was hoping for a good cake.	1
I acknowledged that my father, he was tight as an owl.	0
Abernathy admitted that the poison pen letter had been written by my sister and himself.	1
John isn't an any more reliable fellow than Bill.	0
Carla was shoveling the walk.	1
A book was sent Louis.	0
John was wondering to whom he was referring to.	0
He's a man to whom liberty we could never grant.	1
It is not entirely obvious whether, Mary listens to the Grateful Dead, she gets depressed.	0
Tucson is a great place to live.	1
The children eat all chocolate.	0
Mary gets depressed and she listens to the Grateful Dead.	1
He swatted her.	1
He'll bring me a hot dog if he sees one.	1
Lilly decided that eating cabbage, she should be.	1
That cat touches easily.	0
Bill can well imagine getting fat.	1
What did Bill cook and wash the dishes?	0
The richer he gets, the more John meets geniuses.	0
Would John hate that?	1
We have not confirmed whether the flight had been booked.	1
Jack is the person with whom Jenny fell in love.	1
There is arriving three men at that station.	0
Do you like peanut butter?	1
A is similar to B.	1
The painting stole from the museum.	0
The dog dug a hole in the lawn.	1
Light was made of her indiscretions.	0
The boat sank to collect the insurance.	0
This girl in the red coat will put a picture of Bill on your desk after the dinner.	1
You may pick every flower.	1
That a review came out yesterday of this article is catastrophic.	1
Jack eats caviar more than he eats mush.	1
Which girl did he give my binoculars to?	1
This silver polishes itself.	1
The harder it rains, how much faster do you run?	1
It is easy to please Kim.	1
The harder it has rained, how much faster a flow appears in the river?	1
We offered a job behind her.	0
Bill kissed himself.	1
On weekdays, Terry eats meat and vegetables, but on weekends, only vegetables.	1
That Sam didn't pick those packages up which are to be mailed tomorrow is possible.	1
By law, every dog and cat in the area has to be neutered.	1
Who did you believe that to kiss seemed wrong?	0
Didn't that guy who the Game Warden and him had seen a flying saucer crack up?	1
His expectations are lower, the higher the stakes.	1
Gilgamesh not left.	0
John saw more horses than Bill saw or Pete talked to.	1
Burn letters to him!	1
The oil separated from the vinegar.	1
We proved conclusively Smith to be the thief.	0
A woman hit a pregnant girl.	1
John fed the baby rice.	1
The teacher who that the principal would fire was expected by the reporters is a crusty old jerk.	0
We got our car radio stolen twice on holiday.	1
I climbed right up the tree.	1
This building got taller and wider than that one.	1
Mary has more friends than two.	1
Sam may have been being interrogating by the FBI.	0
The hardest that that it has snowed here is believed was last January 12th.	0
John is more embarrassed, the more pictures of himself that appear in the news.	1
The terrier attacked the burglar.	1
When Alison and David soaked their feet was after dinner	1
I'm going to call somebody who is.	0
Any senator seems to become more corrupt, as he talks to more lobbyists.	1
Under the bed is a safe place to hide.	1
He mended.	0
Willy is taller than Bill by more than Joe is taller than Dan.	1
I wonder who Bill saw and Mary liked.	1
Jane stood aside to let her pass.	1
With their teacher, the kids have arrived safely, hasn't he?	0
It is important for the more you to eat, the more careful for you to be.	0
The cops spoke to him about that robbery yesterday, the janitor.	1
The committee haven't yet made up their mind.	1
I did it more in jest than in anger.	1
He's a man to whom liberty, we could never grant it.	0
Mary wrote a letter to himself last year.	0
Paul laughed.	1
Sandy sang.	1
The model resembles Kim in nearly every detail.	1
Which poisonous plant is it certain that we will find in Amazonia?	1
Fruit dropped from the tree.	1
I handed the ball.	0
The fact that the scientists used the latest technology to verify was reported at the recent conference.	1
The screw which I've got to try and find holds the door to the frame.	1
The more contented for us to pretend to be became possible, the more angry we grew at the doctors.	0
The swindler cheated Pat of her fortune.	1
There are only one chemical substance involved in nerve transmission.	0
The building that we liked is in Thornton Lacey.	1
Harriet alternated folk songs and pop songs.	1
They believe Stephen to be easy to annoy Ben.	0
John's I stole bike.	0
They stayed in the hotel.	1
Keep yourself clean!	1
Poseidon had run away, because the executioner murdered Hera.	1
John is a no more reliable fellow than Bill.	0
My friends Mike talked to about politics yesterday.	1
Here's a plate for you to make Bob try to begin to force his sister to leave the cookies on.	1
Someone attended every seminar.	1
The deed which I want to peruse that contract before filing away is probably a forgery.	0
They stood the statue on the pedestal.	1
The mixture funnels.	0
Anson believed Jenny to have hurt himself.	0
This building got than that one.	0
He seems to become more corrupt, the more lobbyists every senator talks to.	0
He is believed by John to have been at the game.	1
John a decidedly taller man than Bill.	1
Fred tore the curtain in roiling it up.	1
There's anything Mary had asked for in this store.	0
They skated along the canals.	1
Gilgamesh might have been not reading the cuneiform tablets.	0
Chris was handed a note.	1
